actor_id,emotion,emotion_mean_anger,emotion_mean_disgust,emotion_mean_fear,emotion_mean_happiness,emotion_mean_sadness,emotion_mean_surprise,emotion_mean_neutral,emotion_std_anger,emotion_std_disgust,emotion_std_fear,emotion_std_happiness,emotion_std_sadness,emotion_std_surprise,emotion_std_neutral,emotion_max_anger,emotion_max_disgust,emotion_max_fear,emotion_max_happiness,emotion_max_sadness,emotion_max_surprise,emotion_max_neutral,emotion_min_anger,emotion_min_disgust,emotion_min_fear,emotion_min_happiness,emotion_min_sadness,emotion_min_surprise,emotion_min_neutral,au_mean_AU01,au_mean_AU02,au_mean_AU04,au_mean_AU05,au_mean_AU06,au_mean_AU07,au_mean_AU09,au_mean_AU10,au_mean_AU11,au_mean_AU12,au_mean_AU14,au_mean_AU15,au_mean_AU17,au_mean_AU20,au_mean_AU23,au_mean_AU24,au_mean_AU25,au_mean_AU26,au_mean_AU28,au_mean_AU43,au_std_AU01,au_std_AU02,au_std_AU04,au_std_AU05,au_std_AU06,au_std_AU07,au_std_AU09,au_std_AU10,au_std_AU11,au_std_AU12,au_std_AU14,au_std_AU15,au_std_AU17,au_std_AU20,au_std_AU23,au_std_AU24,au_std_AU25,au_std_AU26,au_std_AU28,au_std_AU43,au_max_AU01,au_max_AU02,au_max_AU04,au_max_AU05,au_max_AU06,au_max_AU07,au_max_AU09,au_max_AU10,au_max_AU11,au_max_AU12,au_max_AU14,au_max_AU15,au_max_AU17,au_max_AU20,au_max_AU23,au_max_AU24,au_max_AU25,au_max_AU26,au_max_AU28,au_max_AU43,au_min_AU01,au_min_AU02,au_min_AU04,au_min_AU05,au_min_AU06,au_min_AU07,au_min_AU09,au_min_AU10,au_min_AU11,au_min_AU12,au_min_AU14,au_min_AU15,au_min_AU17,au_min_AU20,au_min_AU23,au_min_AU24,au_min_AU25,au_min_AU26,au_min_AU28,au_min_AU43
1,neutral,0.034200169146060944,0.006247343961149454,0.14947329461574554,0.028715942054986954,0.35230401158332825,0.06373277306556702,0.365326464176178,0.027368243783712387,0.00496989069506526,0.18001247942447662,0.014148603193461895,0.16826096177101135,0.056875426322221756,0.25074923038482666,0.10571742057800293,0.022576095536351204,0.6030049324035645,0.07123620063066483,0.6612333059310913,0.23906134068965912,0.8382030725479126,0.0031018962617963552,0.0007288085762411356,0.007124606519937515,0.008680304512381554,0.049460913985967636,0.01105637475848198,0.046839602291584015,0.5667964220046997,0.297174334526062,0.6478531956672668,0.3909929096698761,0.19474834203720093,0.7407407164573669,0.152479350566864,0.1404251754283905,0.0,0.08439195901155472,0.20326349139213562,0.445728063583374,0.559520423412323,0.2222222238779068,0.28664854168891907,0.24297983944416046,0.621600329875946,0.4537409245967865,0.09013669937849045,0.05819778889417648,0.07692492753267288,0.05579173564910889,0.11093448847532272,0.03570113331079483,0.029956234619021416,0.4465760886669159,0.051300909370183945,0.13541081547737122,0.0,0.04181614890694618,0.062346313148736954,0.16081565618515015,0.15744639933109283,0.4236592650413513,0.07885079830884933,0.11972969770431519,0.3746178448200226,0.18975763022899628,0.057598013430833817,0.023680295795202255,0.742893636226654,0.42306315898895264,0.8232794404029846,0.45674580335617065,0.2546049654483795,1.0,0.2516774833202362,0.6291042566299438,0.0,0.19912263751029968,0.36518993973731995,0.7431492805480957,0.7317990660667419,1.0,0.43626099824905396,0.44334331154823303,0.999277651309967,0.8789331316947937,0.22441981732845306,0.13076791167259216,0.4417079985141754,0.19672930240631104,0.40147215127944946,0.3288467824459076,0.12701307237148285,0.0,0.08198147267103195,0.009211763739585876,0.0,0.03770819678902626,0.09594137221574783,0.24934498965740204,0.2837396562099457,0.0,0.13574545085430145,0.03745383769273758,0.016884231939911842,0.1737692654132843,0.017324309796094894,0.03128785267472267
2,neutral,0.025815056636929512,0.009108040481805801,0.2786490023136139,0.027450833469629288,0.33101359009742737,0.05337655916810036,0.27458685636520386,0.02737627550959587,0.00923682190477848,0.26175206899642944,0.01950426958501339,0.1678522229194641,0.070715993642807,0.25889939069747925,0.08806442469358444,0.03468020260334015,0.7843422889709473,0.08528625220060349,0.7058086395263672,0.37885820865631104,0.7848510146141052,0.003420779015868902,0.0012553035048767924,0.01850542612373829,0.00403906125575304,0.04467179626226425,0.006680309306830168,0.014340385794639587,0.642501175403595,0.32710665464401245,0.6844542622566223,0.4068390429019928,0.2175878882408142,0.6666666865348816,0.17205797135829926,0.22217155992984772,0.03333333507180214,0.1095355898141861,0.22309693694114685,0.4872008264064789,0.5266957879066467,0.4000000059604645,0.2532244026660919,0.20068779587745667,0.6875013709068298,0.5025973916053772,0.09694609045982361,0.06061502918601036,0.10497763752937317,0.052182551473379135,0.09191012382507324,0.029529288411140442,0.06580737233161926,0.4794633090496063,0.06758745014667511,0.22270771861076355,0.18257419764995575,0.0627947449684143,0.09337306022644043,0.11895231157541275,0.16054770350456238,0.4982728660106659,0.06479287147521973,0.11343585699796677,0.3611249327659607,0.23129184544086456,0.05851142480969429,0.024436360225081444,0.8192553520202637,0.44729501008987427,0.8377417325973511,0.4567340612411499,0.3942732810974121,1.0,0.32521793246269226,0.861491322517395,1.0,0.2750908136367798,0.41007670760154724,0.7165857553482056,0.7729802131652832,1.0,0.4201830327510834,0.38164663314819336,0.9997369647026062,0.8537123203277588,0.247462660074234,0.12415897101163864,0.37318938970565796,0.2212144285440445,0.49618470668792725,0.35610660910606384,0.12716205418109894,0.0,0.09285618364810944,0.005955603905022144,0.0,0.03626319020986557,0.0814664289355278,0.19260065257549286,0.2843725383281708,0.0,0.12781856954097748,0.01881752721965313,0.04634631797671318,0.10115903615951538,0.0216619111597538,0.02671450935304165
3,neutral,0.025613246485590935,0.005235158838331699,0.2132781744003296,0.0279396902769804,0.38057681918144226,0.08548486232757568,0.2618721127510071,0.028798751533031464,0.003998246975243092,0.1859084963798523,0.017887860536575317,0.17900429666042328,0.11526348441839218,0.25089648365974426,0.09930479526519775,0.019530974328517914,0.6287176609039307,0.06990250945091248,0.7319944500923157,0.5026925206184387,0.8425264358520508,0.003078199690207839,0.0013115792535245419,0.004472168628126383,0.0031971035059541464,0.09223717451095581,0.005131843034178019,0.03588636964559555,0.6151620149612427,0.29769426584243774,0.7160739898681641,0.3889905512332916,0.2216026484966278,0.5714285969734192,0.16913315653800964,0.15071247518062592,0.0,0.10611520707607269,0.19449377059936523,0.45098328590393066,0.524492084980011,0.4285714328289032,0.25319406390190125,0.20047162473201752,0.6961427330970764,0.5487433671951294,0.11702796071767807,0.06385950744152069,0.09025108069181442,0.05082481727004051,0.08532142639160156,0.038124579936265945,0.055349793285131454,0.5039526224136353,0.06651502102613449,0.1192566305398941,0.0,0.051764193922281265,0.07260988652706146,0.12708088755607605,0.1476660817861557,0.5039526224136353,0.06818387657403946,0.12779094278812408,0.39401745796203613,0.2441551387310028,0.10457324981689453,0.02777162753045559,0.8048542737960815,0.4553370475769043,0.8382146954536438,0.46618348360061646,0.3581766188144684,1.0,0.3096885085105896,0.4419649541378021,0.0,0.2306012064218521,0.3811289966106415,0.6583480834960938,0.7438647747039795,1.0,0.4682619869709015,0.44469231367111206,0.9996953010559082,0.9537034630775452,0.4377869963645935,0.127006396651268,0.4196346700191498,0.21150730550289154,0.5142843723297119,0.3284076452255249,0.1473153978586197,0.0,0.07664100080728531,0.013831702060997486,0.0,0.03756176307797432,0.08465598523616791,0.12842905521392822,0.29082679748535156,0.0,0.1300986260175705,0.02041090466082096,0.05215384066104889,0.1335129737854004,0.015555319376289845,0.025727124884724617
4,neutral,0.02414589188992977,0.006125482264906168,0.17747460305690765,0.02518078312277794,0.4267369210720062,0.04838234558701515,0.291953980922699,0.022312896326184273,0.006387556903064251,0.1854792684316635,0.013697320595383644,0.18174491822719574,0.050469376146793365,0.2562546730041504,0.09173581004142761,0.028136692941188812,0.5565643310546875,0.05603902414441109,0.758265495300293,0.2617035210132599,0.7291619181632996,0.0025500271003693342,0.0008240152965299785,0.005774655845016241,0.004982286598533392,0.1056964322924614,0.009042931720614433,0.04153624176979065,0.6373368501663208,0.32000961899757385,0.6797158122062683,0.3986574709415436,0.21321283280849457,0.6428571343421936,0.16673004627227783,0.13928662240505219,0.0357142873108387,0.10454701632261276,0.20949678122997284,0.4709463119506836,0.5419493317604065,0.3571428656578064,0.2543434500694275,0.2357254922389984,0.6218233108520508,0.5216519236564636,0.09487643092870712,0.06330728530883789,0.0981147289276123,0.05179676041007042,0.09248235821723938,0.0322716198861599,0.04598771780729294,0.48795002698898315,0.06777762621641159,0.11394961178302765,0.18898223340511322,0.060908734798431396,0.08290646970272064,0.12865497171878815,0.16029927134513855,0.48795002698898315,0.07117019593715668,0.13653932511806488,0.36056870222091675,0.2529395818710327,0.07644404470920563,0.020015472546219826,0.8388602137565613,0.4575690031051636,0.8195229172706604,0.45569610595703125,0.31840604543685913,1.0,0.35636505484580994,0.4669961929321289,1.0,0.266078919172287,0.4309651851654053,0.6956404447555542,0.7828583717346191,1.0,0.35674551129341125,0.4878615736961365,0.9995477795600891,0.9401302933692932,0.397481769323349,0.10318263620138168,0.4640560746192932,0.22827717661857605,0.47898876667022705,0.3239414393901825,0.1490650624036789,0.0,0.08432459831237793,0.017243044450879097,0.0,0.03415701165795326,0.08254256099462509,0.19257132709026337,0.2816585302352905,0.0,0.0984782949090004,0.02189650945365429,0.04880492389202118,0.14270272850990295,0.014568319544196129,0.030046280473470688
5,neutral,0.04198657348752022,0.0074099404737353325,0.16374875605106354,0.03125187009572983,0.36956629157066345,0.091190867125988,0.29484570026397705,0.03888312354683876,0.006261173635721207,0.14584729075431824,0.022193046286702156,0.17109614610671997,0.11818913370370865,0.2102493941783905,0.14592014253139496,0.02593555487692356,0.5176303386688232,0.08330722898244858,0.7112339735031128,0.5391650199890137,0.7210020422935486,0.0038244088646024466,0.0009434000821784139,0.01342290174216032,0.00275172246620059,0.043399062007665634,0.006040140055119991,0.025910263881087303,0.5737390518188477,0.3094501495361328,0.6976886987686157,0.40754374861717224,0.20560747385025024,0.699999988079071,0.1418910026550293,0.1673852950334549,0.03333333507180214,0.0954282283782959,0.19053596258163452,0.4335710406303406,0.515198290348053,0.23333333432674408,0.23989373445510864,0.20666030049324036,0.7331526875495911,0.5268781185150146,0.0703338086605072,0.06354140490293503,0.10848450660705566,0.05995747819542885,0.1021358072757721,0.03497936576604843,0.07171798497438431,0.4660916030406952,0.059038665145635605,0.17575624585151672,0.18257419764995575,0.06230662018060684,0.06283349543809891,0.11326771229505539,0.14445585012435913,0.430183082818985,0.06716003268957138,0.11315298080444336,0.27652955055236816,0.23665964603424072,0.040653426200151443,0.025091370567679405,0.7811754941940308,0.4517214298248291,0.8635855913162231,0.4664824306964874,0.4540339708328247,1.0,0.3750339448451996,0.7367550730705261,1.0,0.3015245497226715,0.3516114354133606,0.7650912404060364,0.7185658812522888,1.0,0.4380742609500885,0.43829089403152466,0.9993614554405212,0.9141284823417664,0.1704355627298355,0.14122843742370605,0.329314261674881,0.17075802385807037,0.48500165343284607,0.3292427062988281,0.11640714108943939,0.0,0.0804615318775177,0.002163766883313656,0.0,0.03835044428706169,0.0974811241030693,0.22444044053554535,0.2594980001449585,0.0,0.09604337066411972,0.016256729140877724,0.1768980324268341,0.13714830577373505,0.019711557775735855,0.028431639075279236
6,neutral,0.024564575403928757,0.008659061044454575,0.35562199354171753,0.03130824863910675,0.24654369056224823,0.06028508394956589,0.2730172872543335,0.019505703821778297,0.009239737875759602,0.29377374053001404,0.023556558415293694,0.17807196080684662,0.07768825441598892,0.30628296732902527,0.07306943833827972,0.04699192941188812,0.8481358289718628,0.11921846121549606,0.6520654559135437,0.3898141384124756,0.8203864097595215,0.0031117203179746866,0.0015209749108180404,0.005368307698518038,0.005021360702812672,0.048112306743860245,0.007244884967803955,0.015248248353600502,0.6484197974205017,0.31486961245536804,0.6684538722038269,0.39566606283187866,0.27625858783721924,0.699999988079071,0.18592944741249084,0.19401311874389648,0.13333334028720856,0.14708544313907623,0.24564923346042633,0.42513665556907654,0.47483375668525696,0.5,0.2627854645252228,0.18935677409172058,0.6845465302467346,0.5576175451278687,0.11035274714231491,0.06588182598352432,0.0976901724934578,0.04691828414797783,0.11135885119438171,0.03423197194933891,0.11390264332294464,0.4660916030406952,0.079442597925663,0.21926918625831604,0.34574589133262634,0.08411979675292969,0.09389933198690414,0.1189231127500534,0.1802227646112442,0.5085476040840149,0.0719345286488533,0.16369520127773285,0.40623828768730164,0.2688043415546417,0.0863606333732605,0.03311440348625183,0.8321064114570618,0.40825578570365906,0.8676668405532837,0.45499253273010254,0.5396673679351807,1.0,0.34171661734580994,0.7629551291465759,1.0,0.4264613389968872,0.42829254269599915,0.734821081161499,0.7783536911010742,1.0,0.4472046196460724,0.6221253871917725,0.99972003698349,0.9129917025566101,0.4156479239463806,0.17153257131576538,0.46539416909217834,0.24854695796966553,0.3804720342159271,0.30861780047416687,0.12473437190055847,0.0,0.09185705333948135,0.004432620480656624,0.0,0.04732431098818779,0.07547110319137573,0.21950136125087738,0.26928845047950745,0.0,0.14236213266849518,0.01703229919075966,0.01743965782225132,0.15938720107078552,0.023265589028596878,0.03516180440783501
7,neutral,0.039663076400756836,0.00994407944381237,0.2170065939426422,0.025121908634901047,0.31541141867637634,0.08454662561416626,0.30830633640289307,0.04161970689892769,0.009841621853411198,0.19766049087047577,0.012049117125570774,0.1810467392206192,0.1292552351951599,0.2575339078903198,0.17317913472652435,0.04686437174677849,0.7092748284339905,0.05111205577850342,0.6352181434631348,0.509354293346405,0.8068863749504089,0.004545924253761768,0.0009282869286835194,0.006828654557466507,0.0073219118639826775,0.0403461717069149,0.003788697300478816,0.03574644401669502,0.5724403858184814,0.2701236307621002,0.6863006353378296,0.38733360171318054,0.22207437455654144,0.6129032373428345,0.15743248164653778,0.1299881935119629,0.12903225421905518,0.09191569685935974,0.20216521620750427,0.4321284592151642,0.5490095019340515,0.32258063554763794,0.2602720558643341,0.22317074239253998,0.663623571395874,0.5120995044708252,0.10877030342817307,0.0630909651517868,0.09092171490192413,0.053666360676288605,0.1122615784406662,0.03546881303191185,0.07179532945156097,0.49513766169548035,0.05679842457175255,0.14757484197616577,0.34077709913253784,0.05197860673069954,0.0699249804019928,0.11881892383098602,0.1650906652212143,0.4751909673213959,0.06421461701393127,0.12803974747657776,0.36655527353286743,0.28133273124694824,0.08098246902227402,0.028664011508226395,0.7444360852241516,0.4058729410171509,0.8589214086532593,0.44119471311569214,0.41930243372917175,1.0,0.30659469962120056,0.5892238616943359,1.0,0.23650310933589935,0.3735550045967102,0.687926173210144,0.7775841355323792,1.0,0.3749710023403168,0.49189919233322144,0.999882698059082,0.9246777296066284,0.3397488296031952,0.16094449162483215,0.35953637957572937,0.1771782636642456,0.43671905994415283,0.30168616771698,0.13181792199611664,0.0,0.07980673015117645,0.002343221567571163,0.0,0.03704923763871193,0.09066910296678543,0.21487979590892792,0.26754409074783325,0.0,0.10700125247240067,0.020459381863474846,0.019744902849197388,0.07685355842113495,0.022043636068701744,0.03575720265507698
8,neutral,0.02967231534421444,0.008559470064938068,0.26407092809677124,0.03084111399948597,0.3122406005859375,0.07873668521642685,0.2758788466453552,0.030311094596982002,0.006179215386509895,0.26257938146591187,0.021389862522482872,0.1999889463186264,0.11929253488779068,0.23881609737873077,0.11349014192819595,0.023493925109505653,0.916303277015686,0.10209421813488007,0.672654926776886,0.5707436800003052,0.7822545766830444,0.002922630636021495,0.001029136124998331,0.014482605271041393,0.004043627064675093,0.04901973530650139,0.00799988117069006,0.010219932533800602,0.6688214540481567,0.3480426073074341,0.6477473378181458,0.40666964650154114,0.220974862575531,0.7333333492279053,0.16035594046115875,0.14731764793395996,0.0,0.10720939934253693,0.21938945353031158,0.4900246560573578,0.5558779835700989,0.3333333432674408,0.29179149866104126,0.23646602034568787,0.6738353371620178,0.4764179587364197,0.12072140723466873,0.05748159438371658,0.1168011799454689,0.06518968194723129,0.08846502751111984,0.041213683784008026,0.06852025538682938,0.44977644085884094,0.06022690609097481,0.17724040150642395,0.0,0.06236928328871727,0.0893043801188469,0.10595471411943436,0.16129854321479797,0.4794633090496063,0.07055849581956863,0.13509781658649445,0.36669230461120605,0.2549895644187927,0.12293587625026703,0.020645711570978165,0.8662921786308289,0.49881523847579956,0.8162848353385925,0.4645375907421112,0.4397411644458771,1.0,0.33519846200942993,0.7974527478218079,0.0,0.27892056107521057,0.4362514615058899,0.7053148746490479,0.7632681727409363,1.0,0.42406773567199707,0.48714444041252136,0.9996956586837769,0.8691242933273315,0.6159894466400146,0.12794506549835205,0.41865798830986023,0.20973902940750122,0.5266277194023132,0.314470112323761,0.12701307237148285,0.0,0.0928822010755539,0.00611049635335803,0.0,0.050312675535678864,0.10494314134120941,0.3325512707233429,0.2687968611717224,0.0,0.14364513754844666,0.027966471388936043,0.03560665622353554,0.11190938949584961,0.012479341588914394,0.028541289269924164
9,neutral,0.037465814501047134,0.005856663454324007,0.15710195899009705,0.026119135320186615,0.38912975788116455,0.06923791766166687,0.31508880853652954,0.03652840480208397,0.004795737098902464,0.16902297735214233,0.012731030583381653,0.15584902465343475,0.0729193165898323,0.21128740906715393,0.14742960035800934,0.02311328984797001,0.709928572177887,0.05856247991323471,0.6721876263618469,0.3104129731655121,0.7980400323867798,0.0043850671499967575,0.0009130439138971269,0.013479284010827541,0.00935779046267271,0.10128123313188553,0.009158224798738956,0.04945912957191467,0.5790561437606812,0.282619446516037,0.715987503528595,0.38444989919662476,0.1950075626373291,0.6153846383094788,0.1495838463306427,0.1314222514629364,0.03846153989434242,0.07351767271757126,0.20020905137062073,0.4235839247703552,0.5782622694969177,0.11538461595773697,0.25145256519317627,0.248967707157135,0.6308505535125732,0.48089757561683655,0.08826145529747009,0.059345368295907974,0.08776067197322845,0.05326569080352783,0.10408546775579453,0.05058865249156952,0.03445294499397278,0.49613893032073975,0.0456090047955513,0.1472044587135315,0.1961161345243454,0.03365453705191612,0.07260202616453171,0.13979259133338928,0.1459522545337677,0.32581257820129395,0.08170630037784576,0.1033519059419632,0.34668081998825073,0.21383045613765717,0.06499859690666199,0.023425379768013954,0.7625431418418884,0.4289225935935974,0.8694555759429932,0.5821463465690613,0.30548471212387085,1.0,0.2299576848745346,0.7449592351913452,1.0,0.18721327185630798,0.3635421693325043,0.7137620449066162,0.7746084928512573,1.0,0.4408343732357025,0.41738396883010864,0.993480920791626,0.860060453414917,0.22774375975131989,0.13831903040409088,0.4447607696056366,0.1798953264951706,0.4677521884441376,0.3325656056404114,0.14105722308158875,0.0,0.0809178352355957,0.01760244369506836,0.0,0.03901651129126549,0.07395903021097183,0.1462172418832779,0.26973533630371094,0.0,0.11389711499214172,0.03110838308930397,0.044166117906570435,0.1285945028066635,0.012909719720482826,0.03430809825658798
10,neutral,0.01822812110185623,0.00664582010358572,0.21841667592525482,0.02730421908199787,0.37013837695121765,0.08438900113105774,0.274877667427063,0.01626409776508808,0.0050888448022305965,0.22228223085403442,0.019656548276543617,0.22454993426799774,0.1396963745355606,0.2666470408439636,0.060193900018930435,0.022062454372644424,0.6770629286766052,0.10982072353363037,0.8328429460525513,0.611633837223053,0.865208089351654,0.002338377060368657,0.0011315857991576195,0.010919933207333088,0.005177557934075594,0.033480096608400345,0.00461730919778347,0.018025647848844528,0.6402698755264282,0.3344941735267639,0.6899513006210327,0.40312308073043823,0.23253747820854187,0.6774193644523621,0.17063887417316437,0.16467680037021637,0.16129031777381897,0.12546837329864502,0.22306093573570251,0.47616931796073914,0.5410175919532776,0.3870967626571655,0.2915164530277252,0.24323533475399017,0.6582273244857788,0.5040897130966187,0.12859651446342468,0.06330746412277222,0.10509808361530304,0.06815830618143082,0.10829538106918335,0.036930982023477554,0.0708400160074234,0.4751909673213959,0.07710245996713638,0.20180661976337433,0.37387824058532715,0.08743643760681152,0.07791963964700699,0.14588072896003723,0.16542655229568481,0.49513766169548035,0.06977324187755585,0.14103277027606964,0.3777731955051422,0.26140114665031433,0.09036467969417572,0.026096276938915253,0.7991952300071716,0.47519081830978394,0.9017583727836609,0.45210355520248413,0.4393283724784851,1.0,0.3515509068965912,0.8706352710723877,1.0,0.36829137802124023,0.3710137605667114,0.739242434501648,0.7538764476776123,1.0,0.4197879731655121,0.529461681842804,0.9998044371604919,0.8969444036483765,0.33132004737854004,0.12215060740709305,0.3456791341304779,0.20679567754268646,0.4614581763744354,0.3120025396347046,0.1324741691350937,0.0,0.07572425901889801,0.0006725476123392582,0.0,0.045059945434331894,0.10208039730787277,0.2096121907234192,0.2843586206436157,0.0,0.15153855085372925,0.020362798124551773,0.06985973566770554,0.11884916573762894,0.025519240647554398,0.03582264482975006
