actor_id,emotion,emotion_mean_anger,emotion_mean_disgust,emotion_mean_fear,emotion_mean_happiness,emotion_mean_sadness,emotion_mean_surprise,emotion_mean_neutral,au_mean_AU01,au_mean_AU02,au_mean_AU04,au_mean_AU05,au_mean_AU06,au_mean_AU07,au_mean_AU09,au_mean_AU10,au_mean_AU11,au_mean_AU12,au_mean_AU14,au_mean_AU15,au_mean_AU17,au_mean_AU20,au_mean_AU23,au_mean_AU24,au_mean_AU25,au_mean_AU26,au_mean_AU28,au_mean_AU43,au_std_AU01,au_std_AU02,au_std_AU04,au_std_AU05,au_std_AU06,au_std_AU07,au_std_AU09,au_std_AU10,au_std_AU11,au_std_AU12,au_std_AU14,au_std_AU15,au_std_AU17,au_std_AU20,au_std_AU23,au_std_AU24,au_std_AU25,au_std_AU26,au_std_AU28,au_std_AU43,au_max_AU01,au_max_AU02,au_max_AU04,au_max_AU05,au_max_AU06,au_max_AU07,au_max_AU09,au_max_AU10,au_max_AU11,au_max_AU12,au_max_AU14,au_max_AU15,au_max_AU17,au_max_AU20,au_max_AU23,au_max_AU24,au_max_AU25,au_max_AU26,au_max_AU28,au_max_AU43
11,happiness,0.03309759125113487,0.007495149038732052,0.21939821541309357,0.03229399025440216,0.3308962881565094,0.09441888332366943,0.2823999226093292,0.6130911111831665,0.30409926176071167,0.6899068355560303,0.40991464257240295,0.22264644503593445,0.4333333373069763,0.1494540125131607,0.18784396350383759,0.03333333507180214,0.10909149795770645,0.18838657438755035,0.4456813931465149,0.4668176472187042,0.4333333373069763,0.25379514694213867,0.17267340421676636,0.7438728213310242,0.5626139044761658,0.07976038008928299,0.06702030450105667,0.08125434815883636,0.04323461651802063,0.09132673591375351,0.047262560576200485,0.08403925597667694,0.5040069222450256,0.0634811520576477,0.1886073499917984,0.18257419764995575,0.07088347524404526,0.0696067214012146,0.12137550115585327,0.14574776589870453,0.5040069222450256,0.06410496681928635,0.11174881458282471,0.33412566781044006,0.2611287832260132,0.05020010471343994,0.020627226680517197,0.760560154914856,0.42192015051841736,0.8676868081092834,0.5787506699562073,0.4666389524936676,1.0,0.2946687340736389,0.7239604592323303,1.0,0.2713143825531006,0.3575595021247864,0.6663498878479004,0.7324952483177185,1.0,0.373923659324646,0.4659256339073181,0.9994999170303345,0.8810685873031616,0.26393982768058777,0.1108100414276123
12,happiness,0.020897042006254196,0.007769572548568249,0.2950371205806732,0.026415091007947922,0.3386538326740265,0.0591793954372406,0.2520478665828705,0.6245582103729248,0.3092026114463806,0.6810838580131531,0.4064280092716217,0.2545132637023926,0.6764705777168274,0.17061515152454376,0.16134846210479736,0.20588235557079315,0.13365250825881958,0.22642512619495392,0.45747217535972595,0.5274409651756287,0.44117647409439087,0.26016107201576233,0.1905830353498459,0.7060919404029846,0.5316364765167236,0.11995768547058105,0.06161916255950928,0.0930047258734703,0.07122189551591873,0.10905380547046661,0.03948173671960831,0.08658186346292496,0.4748580753803253,0.05929124355316162,0.17612993717193604,0.4104256331920624,0.08444438129663467,0.08033429831266403,0.14807873964309692,0.17579132318496704,0.5039947628974915,0.06678671389818192,0.1324511617422104,0.3714306056499481,0.2734428942203522,0.09555065631866455,0.024604886770248413,0.830569326877594,0.5354734659194946,0.8505153059959412,0.4543239176273346,0.4791010916233063,1.0,0.32228943705558777,0.6470163464546204,1.0,0.37989866733551025,0.4627659320831299,0.6979951858520508,0.7707678079605103,1.0,0.3788911700248718,0.4072743058204651,0.9996662139892578,0.9166068434715271,0.4016966223716736,0.1253926008939743
13,happiness,0.031960610300302505,0.009303098544478416,0.21259468793869019,0.02785911224782467,0.3949844241142273,0.09524879604578018,0.22804929316043854,0.5918270349502563,0.3039240539073944,0.6693013310432434,0.3960328698158264,0.20803143084049225,0.5666666626930237,0.1691618114709854,0.14448706805706024,0.06666667014360428,0.10149969905614853,0.2089419662952423,0.43882521986961365,0.5291717648506165,0.2666666805744171,0.2549270689487457,0.215987890958786,0.7359959483146667,0.5591208338737488,0.07943261414766312,0.06154944375157356,0.08741603046655655,0.05251246318221092,0.09973574429750443,0.03306068480014801,0.055933497846126556,0.5040069222450256,0.06547848880290985,0.19813849031925201,0.2537081241607666,0.06263969093561172,0.08975918591022491,0.1162557601928711,0.16354602575302124,0.44977644085884094,0.09535328298807144,0.1318129301071167,0.29651468992233276,0.22648479044437408,0.05380183830857277,0.025007590651512146,0.8352262377738953,0.44775646924972534,0.811914324760437,0.44804468750953674,0.35273879766464233,1.0,0.3441029489040375,0.7242637276649475,1.0,0.2658436894416809,0.389428049325943,0.660568118095398,0.7455657720565796,1.0,0.5118135213851929,0.5100982189178467,0.9998331069946289,0.914620041847229,0.2614230215549469,0.14007307589054108
14,happiness,0.023342538625001907,0.008581400848925114,0.2944464385509491,0.023554515093564987,0.37807726860046387,0.058097973465919495,0.21389982104301453,0.6340431571006775,0.3094332814216614,0.7164957523345947,0.4000215232372284,0.2551317811012268,0.6129032373428345,0.17430773377418518,0.1892661303281784,0.09677419066429138,0.14054012298583984,0.23957452178001404,0.45284777879714966,0.4898182153701782,0.4838709533214569,0.24489419162273407,0.1627102941274643,0.7645167708396912,0.5983961820602417,0.1094079464673996,0.06906422227621078,0.0881950780749321,0.0631430521607399,0.0930197462439537,0.04331635311245918,0.10274329781532288,0.49513766169548035,0.08096101135015488,0.19784118235111237,0.3005371689796448,0.09082253277301788,0.09042360633611679,0.12837600708007812,0.1661609709262848,0.5080004930496216,0.07418842613697052,0.11747601628303528,0.3489806652069092,0.2592526078224182,0.08291080594062805,0.025999609380960464,0.8180007338523865,0.46499529480934143,0.8752073049545288,0.46824225783348083,0.4706305265426636,1.0,0.35047587752342224,0.7584079504013062,1.0,0.36696287989616394,0.42648497223854065,0.6864898204803467,0.7279030680656433,1.0,0.3845447897911072,0.40036699175834656,0.9998502731323242,0.9562838673591614,0.31282079219818115,0.13124962151050568
15,happiness,0.026368407532572746,0.008891375735402107,0.2645878195762634,0.027590375393629074,0.3814409673213959,0.07511603832244873,0.21600507199764252,0.6100205779075623,0.2875843644142151,0.7228456139564514,0.3851027488708496,0.20878931879997253,0.5357142686843872,0.1609044075012207,0.17542657256126404,0.0714285746216774,0.09251718968153,0.1894015371799469,0.46684083342552185,0.5158734917640686,0.3928571343421936,0.2517836391925812,0.20385177433490753,0.8295696973800659,0.5684362053871155,0.08406269550323486,0.06123051792383194,0.0915229320526123,0.04921223595738411,0.11025591194629669,0.02938779443502426,0.04840998724102974,0.5078744888305664,0.06123224273324013,0.13163772225379944,0.26226526498794556,0.04711088910698891,0.07430985569953918,0.11126834154129028,0.1256837248802185,0.4973474442958832,0.06090493127703667,0.10302017629146576,0.2826293706893921,0.20471477508544922,0.04049694910645485,0.01729985699057579,0.8249198794364929,0.4002205431461334,0.8680484294891357,0.44242843985557556,0.3345128893852234,1.0,0.334633469581604,0.5042098760604858,1.0,0.21912142634391785,0.37929224967956543,0.6279488801956177,0.7102342844009399,1.0,0.36464110016822815,0.4193141758441925,0.9995515942573547,0.865936279296875,0.1720048189163208,0.09431448578834534
16,happiness,0.031843025237321854,0.009207917377352715,0.27284082770347595,0.030819159001111984,0.32377684116363525,0.08932187408208847,0.24219031631946564,0.6156412959098816,0.31134364008903503,0.7018348574638367,0.39695513248443604,0.26408419013023376,0.6000000238418579,0.18562118709087372,0.23501016199588776,0.06666667014360428,0.12942959368228912,0.21406468749046326,0.4756777882575989,0.48719799518585205,0.5,0.2839021682739258,0.19332221150398254,0.6879091262817383,0.5552246570587158,0.0934680923819542,0.06873922795057297,0.11201955378055573,0.045222919434309006,0.08419913053512573,0.0314134880900383,0.09717967361211777,0.4982728660106659,0.0857672467827797,0.22908398509025574,0.2537081241607666,0.07500516623258591,0.08258696645498276,0.1525295376777649,0.16854380071163177,0.5085476040840149,0.0719216987490654,0.15803906321525574,0.3826737701892853,0.23047363758087158,0.062555693089962,0.03616956248879433,0.8121167421340942,0.4150145649909973,0.8573870658874512,0.4538201093673706,0.49642738699913025,1.0,0.34200459718704224,0.8285990953445435,1.0,0.33737966418266296,0.4521464407444,0.8274704813957214,0.7590683102607727,1.0,0.4672575294971466,0.495347797870636,0.9998262524604797,0.8434833288192749,0.2864851951599121,0.1650642305612564
17,happiness,0.03446654975414276,0.008333759382367134,0.23612095415592194,0.030399799346923828,0.3276100158691406,0.07127848267555237,0.2917904257774353,0.5763193368911743,0.2842743396759033,0.7180454730987549,0.40028810501098633,0.2106592059135437,0.5588235259056091,0.14897595345973969,0.16929768025875092,0.0882352963089943,0.09854354709386826,0.19527378678321838,0.45901376008987427,0.5067951083183289,0.4117647111415863,0.2515210807323456,0.20051154494285583,0.7356405854225159,0.5327982902526855,0.10002075880765915,0.07063740491867065,0.08084642887115479,0.05217399075627327,0.08793073892593384,0.043986331671476364,0.05965108051896095,0.5039947628974915,0.05547400191426277,0.2055884599685669,0.28790223598480225,0.05127797648310661,0.05752185359597206,0.1351550817489624,0.1676519364118576,0.4995541572570801,0.06367985159158707,0.1352507770061493,0.3599950969219208,0.26666343212127686,0.08608317375183105,0.034086406230926514,0.7079172134399414,0.39562374353408813,0.8580363392829895,0.5349181890487671,0.4055904448032379,1.0,0.303123414516449,0.8049386739730835,1.0,0.264767050743103,0.32361671328544617,0.6779486536979675,0.7902997732162476,1.0,0.37992581725120544,0.4865074157714844,0.9993125200271606,0.8835674524307251,0.3996986448764801,0.16567207872867584
18,happiness,0.033883340656757355,0.012715116143226624,0.27522942423820496,0.031498901546001434,0.3560802936553955,0.06128734350204468,0.22930556535720825,0.6097007989883423,0.2936614155769348,0.6949253082275391,0.39039701223373413,0.2860180735588074,0.8125,0.18522058427333832,0.22648993134498596,0.15625,0.15559956431388855,0.2589613199234009,0.49624374508857727,0.4665379226207733,0.59375,0.2625032067298889,0.15905100107192993,0.7305147647857666,0.5807195901870728,0.10659624636173248,0.07466679811477661,0.10135982930660248,0.05387130007147789,0.1232597678899765,0.04070839658379555,0.11725181341171265,0.3965577781200409,0.07814532518386841,0.23998253047466278,0.3689020276069641,0.09297336637973785,0.10266967117786407,0.13235440850257874,0.16745436191558838,0.498990923166275,0.08512919396162033,0.1387074738740921,0.36319050192832947,0.27668681740760803,0.07690391689538956,0.03541620820760727,0.7955514788627625,0.4170840382575989,0.8621903657913208,0.4481230080127716,0.535524308681488,1.0,0.34733182191848755,0.8927164077758789,1.0,0.3762686848640442,0.5478236675262451,0.7995630502700806,0.7460938096046448,1.0,0.4435867965221405,0.42314237356185913,0.9998032450675964,0.9020543098449707,0.30319133400917053,0.1606236845254898
19,happiness,0.025156715884804726,0.011687361635267735,0.31389927864074707,0.028522972017526627,0.3746597170829773,0.07380077242851257,0.172273188829422,0.6027774810791016,0.29094046354293823,0.730496883392334,0.3925125002861023,0.2532370984554291,0.6129032373428345,0.1779017299413681,0.2019081562757492,0.09677419066429138,0.15343937277793884,0.20499823987483978,0.4484406113624573,0.4587247371673584,0.5806451439857483,0.23596228659152985,0.13328702747821808,0.9245158433914185,0.6084740161895752,0.09404514729976654,0.06773649901151657,0.06944017112255096,0.04096319153904915,0.0833183005452156,0.03720244765281677,0.072451151907444,0.49513766169548035,0.06498872488737106,0.1620226353406906,0.3005371689796448,0.09172586351633072,0.08069870620965958,0.12379414588212967,0.13657064735889435,0.501610279083252,0.06135483831167221,0.10219469666481018,0.15643487870693207,0.23942987620830536,0.06808166205883026,0.02435675822198391,0.7608756422996521,0.39629971981048584,0.8837357759475708,0.4517485499382019,0.40438687801361084,1.0,0.3549644351005554,0.5415312051773071,1.0,0.3602442145347595,0.36292359232902527,0.7033502459526062,0.7088435888290405,1.0,0.3810665011405945,0.43112730979919434,0.9997346997261047,0.931617259979248,0.31725969910621643,0.12556399405002594
20,happiness,0.01788919046521187,0.012134725227952003,0.38781142234802246,0.03506552055478096,0.3234153091907501,0.05750938877463341,0.16617441177368164,0.6478515267372131,0.3132188618183136,0.7140519022941589,0.40210050344467163,0.28386104106903076,0.5714285969734192,0.20095215737819672,0.2520855665206909,0.17142857611179352,0.16195276379585266,0.2524998188018799,0.45185086131095886,0.46043381094932556,0.6285714507102966,0.2500413656234741,0.13906852900981903,0.854224681854248,0.6187238693237305,0.09281443804502487,0.0705072283744812,0.07907040417194366,0.058606069535017014,0.10016132891178131,0.03728868439793587,0.11155808717012405,0.5020964741706848,0.08860907703638077,0.23941002786159515,0.38238525390625,0.08864343911409378,0.0947524756193161,0.12917597591876984,0.1441623568534851,0.4902409017086029,0.0735519528388977,0.11983656883239746,0.28949180245399475,0.2541833817958832,0.05874752998352051,0.02814077027142048,0.8212337493896484,0.4923302233219147,0.8592244386672974,0.4761436879634857,0.5042644739151001,1.0,0.3659942150115967,0.8240677118301392,1.0,0.3721487522125244,0.44064444303512573,0.648205041885376,0.7461650371551514,1.0,0.4428357779979706,0.46784844994544983,0.999923586845398,0.9266119599342346,0.2961978316307068,0.1439807116985321
