emotion_mean_anger,emotion_mean_disgust,emotion_mean_fear,emotion_mean_happiness,emotion_mean_sadness,emotion_mean_surprise,emotion_mean_neutral,emotion_std_anger,emotion_std_disgust,emotion_std_fear,emotion_std_happiness,emotion_std_sadness,emotion_std_surprise,emotion_std_neutral,emotion_min_anger,emotion_min_disgust,emotion_min_fear,emotion_min_happiness,emotion_min_sadness,emotion_min_surprise,emotion_min_neutral,emotion_max_anger,emotion_max_disgust,emotion_max_fear,emotion_max_happiness,emotion_max_sadness,emotion_max_surprise,emotion_max_neutral,au_mean_AU01,au_mean_AU02,au_mean_AU04,au_mean_AU05,au_mean_AU06,au_mean_AU07,au_mean_AU09,au_mean_AU10,au_mean_AU11,au_mean_AU12,au_mean_AU14,au_mean_AU15,au_mean_AU17,au_mean_AU20,au_mean_AU23,au_mean_AU24,au_mean_AU25,au_mean_AU26,au_mean_AU28,au_mean_AU43,au_std_AU01,au_std_AU02,au_std_AU04,au_std_AU05,au_std_AU06,au_std_AU07,au_std_AU09,au_std_AU10,au_std_AU11,au_std_AU12,au_std_AU14,au_std_AU15,au_std_AU17,au_std_AU20,au_std_AU23,au_std_AU24,au_std_AU25,au_std_AU26,au_std_AU28,au_std_AU43,au_min_AU01,au_min_AU02,au_min_AU04,au_min_AU05,au_min_AU06,au_min_AU07,au_min_AU09,au_min_AU10,au_min_AU11,au_min_AU12,au_min_AU14,au_min_AU15,au_min_AU17,au_min_AU20,au_min_AU23,au_min_AU24,au_min_AU25,au_min_AU26,au_min_AU28,au_min_AU43,au_max_AU01,au_max_AU02,au_max_AU04,au_max_AU05,au_max_AU06,au_max_AU07,au_max_AU09,au_max_AU10,au_max_AU11,au_max_AU12,au_max_AU14,au_max_AU15,au_max_AU17,au_max_AU20,au_max_AU23,au_max_AU24,au_max_AU25,au_max_AU26,au_max_AU28,au_max_AU43
0.15848340094089508,0.0599873885512352,0.1962824910879135,0.041207026690244675,0.22810988128185272,0.22547708451747894,0.09045271575450897,0.20303258299827576,0.0997786596417427,0.1827869564294815,0.08161583542823792,0.19825483858585358,0.27117088437080383,0.11052509397268295,0.0008929507457651198,0.0001845891383709386,0.0012665489921346307,0.000781433074735105,0.002626099158078432,0.0037934330757707357,0.0027016354724764824,0.8954418897628784,0.6953966021537781,0.8489375114440918,0.7309037446975708,0.881165087223053,0.9553314447402954,0.8799670338630676,0.6259746551513672,0.3634359538555145,0.6055314540863037,0.37942954897880554,0.2942989766597748,0.4803149700164795,0.22465400397777557,0.2442145049571991,0.21653543412685394,0.16937853395938873,0.23667782545089722,0.30307868123054504,0.3776824176311493,0.6968504190444946,0.25656381249427795,0.09557483345270157,0.9390766024589539,0.6883293986320496,0.04965955764055252,0.18809720873832703,0.19551165401935577,0.1908319592475891,0.20459699630737305,0.06186547502875328,0.1520325094461441,0.5005987286567688,0.12982255220413208,0.25178414583206177,0.4126964807510376,0.11666502803564072,0.09805832803249359,0.1455187350511551,0.11679188162088394,0.4605267643928528,0.10346941649913788,0.11212203651666641,0.1810096651315689,0.18070586025714874,0.054814424365758896,0.2524224519729614,0.2872626483440399,0.12248433381319046,0.062462709844112396,0.21958620846271515,0.10307906568050385,0.0,0.07132019102573395,0.00024620091426186264,0.0,0.02321726642549038,0.06887412816286087,0.036870311945676804,0.2155165672302246,0.0,0.0652974471449852,0.008819187991321087,0.026495641097426414,0.07661815732717514,0.004495419096201658,0.01361945178359747,0.934756338596344,0.8376289010047913,0.9445587396621704,0.5650845766067505,0.6598953604698181,1.0,0.6335486769676208,0.8861544132232666,1.0,0.5910543203353882,0.5162438154220581,0.7339403033256531,0.7303977608680725,1.0,0.5917960405349731,0.64239102602005,0.9999755620956421,0.9625934362411499,0.44794464111328125,0.9635816216468811
